id,rodada,data,horario,dia,mandante,visitante,vencedor,arena,mandante_placar,visitante_placar,estado_mandante,estado_visitante,estado_vencedor,perdedor,turno_dia,saldo_placar,pontos_mandante,pontos_visitante,temporada
1786,16,2004-07-17,16h00,sábado,vitória,corinthians,-,barradão,1.0,1.0,es,sp,-,-,tarde,0.0,1,1,temporada_2004
1787,16,2004-07-17,20h30,sábado,coritiba,paysandu,-,couto pereira,1.0,1.0,pr,pa,-,-,noite,0.0,1,1,temporada_2004
1788,16,2004-07-17,20h30,sábado,criciúma,atlético-mg,criciúma,heriberto hulse,4.0,2.0,sc,mg,sc,atlético-mg,noite,2.0,3,0,temporada_2004
1789,16,2004-07-17,16h00,sábado,cruzeiro,botafogo-rj,cruzeiro,mineirão,3.0,2.0,mg,rj,mg,botafogo-rj,tarde,1.0,3,0,temporada_2004
1790,16,2004-07-17,18h00,sábado,fluminense,santos,fluminense,maracanã,1.0,0.0,rj,sp,rj,santos,noite,1.0,3,0,temporada_2004
1791,16,2004-07-17,17h00,sábado,goiás,guarani,goiás,serra dourada,2.0,0.0,go,sp,go,guarani,tarde,2.0,3,0,temporada_2004
1792,16,2004-07-17,16h00,sábado,internacional,athlético-pr,internacional,beira rio,6.0,0.0,rs,pr,rs,athlético-pr,tarde,6.0,3,0,temporada_2004
1793,16,2004-07-17,18h00,sábado,flamengo,juventude,juventude,raulino de oliveira,0.0,1.0,rj,rs,rs,flamengo,noite,-1.0,0,3,temporada_2004
1794,16,2004-07-17,16h00,sábado,palmeiras,grêmio,palmeiras,parque antártica,2.0,0.0,sp,rs,sp,grêmio,tarde,2.0,3,0,temporada_2004
1795,16,2004-07-17,20h30,sábado,ponte preta,vasco,ponte preta,moisés lucarelli,3.0,2.0,sp,rj,sp,vasco,noite,1.0,3,0,temporada_2004
